TableSize
28
CRNum	1100	1101	1127	1128	1105	1102	1103	1126	1125	1107	1152	1109	1112	1106	1108	1123	1136	1137	1151	1131	1146	1147	1148	1149	1150	1117	1144	;
14.23	2700	105	82	14	12.8	38	1.14	11.0	5.5	12	0.0	0	40	425	14.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Open	I	;
14.33	2700	101	82	14	12.8	35	1.14	10.8	5.4	12	0.0	0	40	425	15.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Open	I	;
14.42	2700	101	82	14	12.8	35	1.14	10.7	5.3	12	0.0	0	40	425	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
14.53	2700	99	82	14	12.7	33	1.14	10.8	5.3	11	0.0	0	40	425	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
14.61	2700	92	84	14	12.7	30	1.14	10.8	4.8	10	0.0	0	40	425	17.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
14.70	2700	83	82	14	12.7	29	1.14	10.5	4.3	9	0.0	0	40	325	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
14.78	2700	81	82	14	12.7	29	1.14	10.2	4.2	9	0.0	0	40	325	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
14.86	2700	78	82	14	12.7	28	1.14	10.0	4.0	9	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
14.95	2700	75	82	14	12.7	28	1.14	10.4	3.8	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.05	2700	75	84	14	12.7	28	1.14	10.4	3.8	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.11	2700	74	84	14	12.7	28	1.14	10.4	3.8	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.19	2700	72	84	14	12.7	28	1.14	10.6	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.30	2700	71	84	14	12.7	28	1.14	10.7	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.39	2700	70	84	14	12.7	28	1.14	10.8	3.5	7	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.47	2700	70	84	14	12.7	28	1.14	10.8	3.6	7	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.56	2700	73	84	14	12.7	30	1.14	10.9	3.8	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.64	2700	80	84	14	12.7	34	1.14	11.5	4.4	9	0.0	0	40	325	20.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.72	2700	92	84	14	12.7	36	1.14	12.1	4.8	10	0.0	0	40	425	17.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.81	2700	99	84	14	12.7	38	1.14	12.9	5.3	11	0.0	0	40	425	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.89	2700	103	84	14	12.8	38	1.14	13.0	5.5	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
15.98	2700	105	84	14	12.8	39	1.14	12.5	5.6	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.09	2700	106	84	14	12.8	38	1.14	12.0	5.6	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.19	2700	108	84	14	12.9	38	1.14	11.4	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.30	2700	108	84	14	12.9	38	1.14	11.1	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.38	2700	108	84	14	13.0	37	1.14	11.0	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.47	2700	109	84	14	13.0	37	1.15	11.0	5.8	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.55	2700	109	84	14	13.0	37	1.15	11.0	5.8	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.64	2700	108	84	14	12.8	36	1.14	11.0	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.72	2700	108	84	14	12.7	36	1.14	10.9	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.81	2700	109	84	14	12.8	36	1.14	11.0	5.8	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.91	2800	108	84	14	12.9	35	1.14	11.0	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
16.98	2800	108	84	14	12.9	36	1.14	11.0	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.08	2800	107	84	14	13.1	35	1.15	10.9	5.6	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.16	2800	102	84	14	12.7	34	1.14	10.7	5.4	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.23	2800	103	84	14	12.8	34	1.14	10.8	5.4	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.34	2800	105	84	14	12.9	34	1.14	10.6	5.6	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.44	2800	107	84	14	13.0	36	1.14	11.0	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.53	2800	107	84	14	12.7	36	1.14	11.0	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.61	2800	109	84	14	12.8	36	1.14	11.1	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.70	2800	108	84	14	12.9	35	1.15	11.1	5.7	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.80	2800	106	84	14	13.1	35	1.15	11.0	5.6	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.88	2800	105	84	14	12.7	35	1.14	10.8	5.6	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
17.94	2800	106	84	14	12.8	34	1.14	10.8	5.6	13	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.02	2800	105	84	14	13.0	35	1.15	10.7	5.6	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.11	2800	103	84	14	13.0	34	1.15	11.0	5.5	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.19	2800	103	84	14	12.8	34	1.14	11.0	5.4	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.27	2800	102	84	14	13.0	33	1.14	11.0	5.4	12	0.0	0	40	425	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.36	2800	100	84	14	12.9	33	1.12	10.8	5.2	12	0.0	0	40	425	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.44	2800	99	84	14	12.9	33	1.14	10.8	5.2	12	0.0	0	40	425	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.55	2800	98	84	14	13.1	32	1.14	10.8	5.2	12	0.0	0	40	425	16.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.63	2800	94	84	14	12.7	30	1.14	10.9	4.8	11	0.0	0	40	425	17.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.70	2800	86	84	14	13.0	29	1.14	10.7	4.5	10	0.0	0	40	325	20.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.81	2800	83	84	14	12.9	29	1.13	10.5	4.3	10	0.0	0	40	325	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.89	2800	83	84	14	12.8	30	1.15	10.3	4.3	10	0.0	0	40	325	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
18.98	2800	83	84	14	13.1	30	1.15	10.6	4.3	10	0.0	0	40	325	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.08	2800	82	84	14	12.8	30	1.14	11.0	4.2	9	0.0	0	40	325	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.16	2800	82	86	14	13.0	29	1.14	11.0	4.2	9	0.0	0	40	325	21.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.23	2800	80	84	14	12.9	29	1.13	11.0	4.0	9	0.0	0	40	325	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.34	2800	80	84	14	12.9	30	1.14	10.9	4.0	9	0.0	0	40	325	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.42	2800	79	84	14	12.9	30	1.14	10.8	4.0	9	0.0	0	40	325	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.52	2800	79	84	14	12.9	30	1.14	11.0	4.0	9	0.0	0	40	325	22.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.63	2800	78	84	14	13.0	29	1.15	11.1	4.0	9	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.72	2800	78	84	14	12.9	30	1.14	11.0	4.0	9	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.83	2800	77	84	14	13.0	30	1.12	11.0	3.9	9	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.91	2800	77	84	14	12.9	30	1.14	11.2	3.9	9	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
19.97	2800	76	84	14	13.0	29	1.15	11.2	3.9	9	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.05	2800	75	84	14	12.7	29	1.14	11.1	3.8	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.16	2800	75	84	14	13.1	29	1.15	11.1	3.8	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.23	2800	74	84	14	12.8	29	1.14	11.2	3.8	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.33	2900	74	84	14	13.0	29	1.15	11.1	3.8	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.42	2900	72	84	14	12.7	29	1.14	11.0	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.50	2900	72	84	14	13.1	29	1.14	11.0	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.59	2900	71	84	14	12.8	28	1.14	11.1	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.67	2800	72	84	14	13.0	29	1.14	11.2	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.75	2800	70	84	14	12.9	28	1.13	11.1	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.86	2900	71	84	14	13.0	29	1.14	11.3	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.97	2800	71	84	14	12.9	29	1.15	11.3	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.05	2900	71	84	14	13.0	29	1.15	11.1	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.14	2900	71	84	14	12.9	29	1.14	11.1	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.22	2900	71	84	14	13.1	29	1.15	11.1	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.33	2900	70	84	14	12.9	29	1.14	11.1	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.42	2900	69	84	14	12.8	28	1.14	11.3	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.50	2900	70	84	14	12.9	29	1.14	11.2	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.59	2900	69	84	14	12.8	28	1.14	11.1	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.69	2900	70	84	14	13.0	29	1.14	11.1	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.78	2900	70	84	14	12.8	29	1.14	11.4	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.89	2900	70	84	14	13.1	29	1.15	11.4	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.98	2900	70	84	14	13.0	29	1.14	11.5	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.09	2900	69	84	14	12.7	29	1.14	11.6	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.20	2900	70	84	14	13.0	29	1.14	11.5	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.30	2900	69	84	14	12.9	29	1.14	11.5	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.39	2900	70	84	14	13.0	29	1.13	11.7	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.50	2900	70	84	14	13.1	29	1.14	11.5	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.61	2900	70	84	14	13.0	29	1.14	11.5	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.69	2900	69	84	14	13.1	28	1.15	11.7	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.77	2900	68	84	14	13.0	28	1.14	11.6	3.4	8	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.88	2900	67	84	14	12.8	28	1.14	11.4	3.3	8	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.95	2900	72	84	14	13.0	30	1.14	11.3	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.03	2900	75	84	14	12.9	31	1.14	11.5	3.8	9	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.13	2900	75	84	14	12.9	30	1.14	12.0	3.8	9	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.22	2900	76	84	14	13.0	29	1.14	12.1	3.9	9	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.30	2900	73	84	14	12.7	29	1.14	11.7	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.39	2900	73	84	14	13.1	29	1.14	11.4	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.47	2900	71	84	14	12.8	29	1.14	11.1	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.55	2900	74	84	14	13.1	29	1.14	11.2	3.8	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.66	2900	73	84	14	13.0	29	1.14	11.4	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.75	2900	71	84	14	12.7	30	1.14	11.3	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.84	2900	73	84	14	13.0	29	1.14	11.5	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.94	2900	72	84	14	12.9	29	1.14	11.3	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.03	2900	72	84	14	12.8	29	1.14	11.3	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.13	2900	72	84	14	13.1	29	1.14	11.2	3.7	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.20	2900	71	84	14	13.0	29	1.14	11.2	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.28	2900	72	84	14	13.0	30	1.15	11.1	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.39	2900	72	84	14	13.0	29	1.14	11.2	3.6	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.48	2900	72	82	14	12.9	29	1.14	11.6	3.6	8	0.0	0	40	325	23.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.56	2900	71	84	14	12.8	29	1.14	11.5	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.66	2900	71	84	14	13.0	28	1.14	11.5	3.6	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.73	2900	68	84	14	12.7	29	1.14	11.3	3.4	8	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.83	2900	69	84	14	13.0	29	1.15	11.2	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.94	2900	69	84	14	13.0	28	1.15	11.3	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.02	2900	69	82	14	12.7	29	1.14	11.1	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.09	2900	69	84	14	13.1	28	1.14	11.1	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.19	2900	69	82	14	12.9	28	1.14	11.2	3.5	8	0.0	0	40	325	24.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.27	2900	67	82	14	12.9	28	1.14	11.5	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.38	2900	66	84	14	13.1	28	1.14	11.4	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.47	2900	65	82	14	13.0	28	1.14	11.3	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.56	2900	66	82	14	12.7	28	1.14	11.2	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.66	2900	66	82	14	13.1	28	1.15	11.5	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.73	2900	66	82	14	12.9	28	1.14	11.6	3.3	8	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.81	2900	65	82	14	12.7	28	1.14	11.6	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.91	2900	66	82	14	13.0	29	1.14	11.7	3.3	8	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.00	2900	66	82	14	12.8	28	1.14	11.6	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.09	2900	65	82	14	12.9	28	1.13	11.6	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.20	2900	66	82	14	13.0	28	1.14	11.6	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.30	2900	66	82	14	13.1	28	1.14	11.8	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.39	2900	65	82	14	12.7	28	1.14	11.8	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.48	2900	66	82	14	13.1	28	1.14	11.8	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.58	2900	65	82	14	13.0	28	1.14	11.6	3.2	8	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.67	2900	63	82	14	12.8	28	1.14	11.6	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.75	2900	63	82	14	13.1	28	1.14	11.2	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.83	2900	63	82	14	12.9	28	1.14	11.3	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.92	2900	63	82	14	13.1	28	1.15	11.4	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.02	2900	66	82	14	13.1	29	1.14	11.6	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.09	2900	67	82	14	12.9	28	1.14	11.7	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.19	2900	64	82	14	12.8	27	1.14	11.8	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.28	2900	64	82	14	13.1	28	1.14	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.39	2900	66	82	14	12.9	29	1.14	11.4	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.47	2900	67	82	14	13.1	28	1.14	11.7	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.55	2900	68	82	14	13.0	29	1.14	11.9	3.4	8	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.66	2900	68	82	14	12.8	28	1.14	11.7	3.4	8	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.75	2900	68	82	14	13.1	28	1.15	11.6	3.4	8	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.83	2900	65	82	14	12.9	28	1.14	11.5	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.92	2900	64	82	14	12.9	28	1.13	11.2	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.00	2900	64	82	14	13.1	28	1.14	11.2	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.08	2900	63	82	14	12.7	28	1.14	11.3	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.17	2900	63	82	14	13.1	28	1.14	11.6	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.25	2900	62	82	14	12.7	28	1.14	11.7	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.34	2900	65	82	14	13.1	28	1.14	11.7	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.44	2900	66	82	14	13.0	28	1.14	11.5	3.3	7	0.0	0	40	325	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.53	2900	63	82	14	12.7	28	1.14	11.7	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.64	2900	64	82	14	13.1	28	1.15	11.8	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.72	2900	63	82	14	12.7	28	1.14	11.4	3.1	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.80	2900	64	82	14	13.1	28	1.14	11.5	3.2	7	0.0	0	40	325	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
