TableSize
28
CRNum	1100	1101	1127	1128	1105	1102	1103	1126	1125	1107	1152	1109	1112	1106	1108	1123	1136	1137	1151	1131	1146	1147	1148	1149	1150	1117	1144	;
14.48	4100	143	74	16	12.6	100	1.14	10.0	9.8	33	0.0	0	40	540	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
14.56	4100	147	74	16	12.7	100	1.14	10.0	9.9	33	0.0	0	40	540	9.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
14.66	4200	151	74	16	12.7	100	1.12	9.9	10.4	36	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
14.75	4100	152	74	16	12.7	100	1.15	9.9	9.4	32	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
14.84	4300	152	74	16	12.7	100	1.14	10.0	9.3	32	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
14.94	4300	152	74	16	12.7	100	1.14	10.1	8.8	30	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
15.02	4300	152	74	16	12.7	100	1.15	10.7	8.8	30	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
15.09	4300	151	74	16	12.6	100	1.13	10.6	8.4	29	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
15.20	4300	151	74	16	12.6	100	1.14	11.3	8.4	30	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
15.28	4200	152	74	16	12.7	100	1.15	11.6	8.3	30	0.0	0	40	640	8.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
15.36	4300	152	74	16	12.6	100	1.14	11.6	8.1	30	0.0	0	40	640	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.45	4300	152	74	16	12.7	100	1.13	11.6	8.3	30	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.53	4500	152	76	16	12.7	100	1.15	11.8	8.1	30	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.61	4500	152	76	16	12.7	100	1.14	11.9	8.2	30	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.70	4500	150	76	16	12.6	100	1.15	12.1	8.2	30	0.0	0	40	640	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.78	4500	152	76	16	12.7	100	1.14	11.9	8.3	32	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.88	4500	151	76	16	12.7	100	1.14	12.2	8.2	32	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.97	4600	151	76	16	12.7	100	1.15	12.1	8.2	32	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.06	4700	151	76	16	12.6	100	1.12	12.0	8.2	31	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.16	4700	150	76	16	12.6	100	1.14	12.3	8.1	32	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.25	4600	151	76	16	12.7	100	1.13	12.2	8.2	32	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.34	4700	152	76	16	12.7	100	1.15	11.9	8.3	33	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.44	4800	151	76	16	12.6	100	1.13	11.7	8.2	32	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.52	4800	152	76	16	12.7	100	1.12	11.8	8.2	32	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.59	4700	152	76	16	12.7	100	1.14	12.1	8.2	33	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.69	4900	151	76	16	12.2	100	1.15	12.1	8.4	33	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.77	4800	152	76	16	12.7	100	1.15	12.1	8.3	34	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.84	4800	152	78	16	12.6	100	1.14	11.7	8.4	33	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.94	5000	153	78	16	12.7	100	1.15	11.7	8.3	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.02	4900	153	78	16	12.7	100	1.15	11.7	8.3	34	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.09	4900	153	78	16	12.4	100	1.13	11.8	8.3	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.20	4900	153	78	16	12.7	100	1.15	11.7	8.3	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.28	5100	151	78	16	12.7	100	1.12	11.6	8.2	34	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.36	5000	152	78	16	12.7	100	1.15	11.7	8.4	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.45	5200	151	78	16	12.7	100	1.11	11.9	8.3	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.53	5100	152	78	16	12.7	100	1.12	11.6	8.4	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.63	5200	152	78	16	12.6	100	1.12	11.8	8.4	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.73	5100	153	78	16	12.5	88	1.11	11.7	8.4	37	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.81	5300	135	78	16	12.5	32	1.14	11.7	7.2	31	0.0	0	40	550	9.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Closed	I	;
17.89	5100	39	78	16	12.7	20	1.15	11.6	2.0	11	0.0	0	40	250	32.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Closed	I	;
18.00	4900	22	78	14	12.7	20	1.14	11.6	0.0	0	0.0	0	40	145	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
18.09	4800	16	78	14	12.7	20	1.14	10.7	0.0	0	0.0	0	40	145	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
18.20	4600	15	78	14	12.6	20	1.14	10.8	0.0	0	0.0	0	40	145	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
18.28	4500	15	78	14	12.5	20	1.14	11.5	0.0	0	0.0	0	40	145	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
18.36	4300	13	78	14	12.8	20	1.13	12.2	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
18.47	3900	13	80	14	12.8	20	1.14	12.2	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
18.55	3500	14	80	14	12.9	20	1.14	12.2	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
18.63	3700	15	80	14	12.9	20	1.14	12.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
18.72	3600	14	80	14	12.8	20	1.15	12.5	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
18.81	3600	15	80	14	12.9	20	1.15	13.0	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
18.92	3600	14	80	14	12.8	20	1.13	13.6	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
19.00	3600	14	80	14	12.9	20	1.15	18.0	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
19.09	3600	15	80	14	12.9	20	0.13	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
19.19	3600	14	80	14	12.9	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
19.30	3600	15	80	14	12.9	20	0.12	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
19.38	3500	15	80	14	12.8	20	0.12	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Closed	I	;
19.47	3600	14	80	14	12.8	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	On	Active	Off	Off	=	Open	I	;
19.55	3500	28	80	14	12.7	30	0.12	18.3	1.4	3	0.0	0	40	135	34.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
19.64	3600	58	80	14	12.7	32	0.11	18.3	2.9	8	0.0	0	40	235	29.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
19.75	3500	64	80	14	12.7	30	0.11	18.3	3.3	9	0.0	0	40	335	26.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
19.83	3500	65	80	14	12.8	31	0.12	18.0	3.4	9	0.0	0	40	335	26.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
19.91	3500	66	80	14	12.9	31	0.11	14.6	3.4	10	0.0	0	40	335	26.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
20.00	3500	67	80	14	12.8	30	0.12	13.0	3.5	10	0.0	0	40	335	26.0	2	Off	Off	Active	Off	Off	On	Off	Off	Off	=	Open	I	;
20.08	3500	66	80	14	12.7	30	1.14	12.5	3.4	10	0.0	0	40	335	26.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.16	3500	61	80	14	12.7	28	1.14	12.0	3.1	8	0.0	0	40	335	27.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.25	3500	58	80	14	12.9	28	1.15	11.5	2.9	8	0.0	0	40	235	29.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.33	3500	57	80	14	12.8	28	1.14	10.8	2.8	7	0.0	0	40	235	29.0	2	Off	Off	Active	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.42	3500	56	80	14	12.7	27	1.14	10.9	2.7	7	0.0	0	40	235	30.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.53	3500	55	80	14	12.8	28	1.14	11.2	2.6	7	0.0	0	40	235	30.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.61	3500	55	80	14	13.0	28	1.14	11.4	2.6	7	0.0	0	40	235	30.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.72	3500	54	80	14	12.8	26	1.14	11.7	2.6	7	0.0	0	40	235	30.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.81	3500	49	80	14	12.7	25	1.14	11.8	2.3	7	0.0	0	40	230	31.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
20.91	3500	47	80	14	12.9	25	1.14	11.3	2.2	6	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.00	3500	46	80	14	12.7	26	1.14	11.3	2.1	6	0.0	0	40	235	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.08	3500	45	80	14	12.7	25	1.13	11.4	2.1	6	0.0	0	40	235	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.17	3500	47	80	14	12.9	26	1.14	11.9	2.2	6	0.0	0	40	235	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.27	3400	47	80	14	12.7	26	1.14	12.8	2.2	6	0.0	0	40	235	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.36	3400	47	80	14	12.9	26	1.14	13.1	2.1	6	0.0	0	40	235	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.44	3500	46	80	14	12.7	25	1.14	13.0	2.1	6	0.0	0	40	235	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.53	3400	47	80	14	12.9	26	1.14	12.5	2.2	6	0.0	0	40	235	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.61	3500	47	80	14	12.7	25	1.14	12.4	2.1	6	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.70	3400	45	80	14	13.0	26	1.14	12.6	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.80	3400	45	80	14	12.8	25	1.14	12.3	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.88	3400	45	80	14	13.0	26	1.14	12.3	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
21.97	3400	45	80	14	12.8	25	1.14	12.4	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.06	3500	46	80	14	13.0	26	1.15	12.4	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.16	3400	46	80	14	12.7	25	1.14	12.4	2.1	6	0.0	0	40	235	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.23	3400	45	82	14	12.9	25	1.14	13.0	2.1	5	0.0	0	40	235	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.33	3400	45	82	14	12.9	25	1.15	13.0	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.42	3400	45	82	14	12.8	25	1.14	12.7	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.52	3400	45	82	14	13.0	26	1.14	12.6	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.59	3400	45	82	14	12.7	25	1.14	12.6	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.67	3400	45	82	14	12.9	25	1.14	12.8	2.0	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.77	3400	42	82	14	13.0	25	1.14	12.8	1.9	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.84	3300	45	82	14	12.7	25	1.14	12.6	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
22.94	3400	46	82	14	12.9	26	1.14	12.4	2.1	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.05	3400	48	82	14	13.0	26	1.15	12.9	2.2	5	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.13	3400	49	82	14	12.9	26	1.15	12.9	2.3	6	0.0	0	40	230	31.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.22	3300	49	82	14	12.7	26	1.14	13.5	2.3	6	0.0	0	40	230	31.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.31	3300	48	82	14	12.7	26	1.14	13.2	2.2	6	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.41	3300	48	82	14	12.9	26	1.14	13.1	2.2	6	0.0	0	40	230	32.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.50	3400	49	82	14	13.0	26	1.15	12.7	2.2	6	0.0	0	40	230	31.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.58	3300	50	82	14	12.8	27	1.13	12.6	2.3	6	0.0	0	40	230	31.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.67	3300	50	82	14	12.7	26	1.14	12.6	2.3	6	0.0	0	40	230	31.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.78	3400	50	82	14	12.7	26	1.14	12.8	2.3	6	0.0	0	40	230	31.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.86	3300	50	82	14	12.9	26	1.14	12.6	2.3	6	0.0	0	40	230	31.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
23.94	3300	53	82	14	13.0	29	1.15	12.6	2.5	7	0.0	0	40	230	30.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.03	3400	61	82	14	12.7	30	1.14	12.9	3.0	7	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.13	3400	61	82	14	12.7	27	1.14	13.5	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.22	3300	57	82	14	12.7	28	1.14	13.7	2.7	7	0.0	0	40	230	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.31	3300	59	82	14	12.7	29	1.15	12.6	2.8	7	0.0	0	40	230	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.39	3300	59	82	14	12.8	28	1.14	12.3	2.8	7	0.0	0	40	230	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.48	3300	60	82	14	12.8	29	1.14	12.9	2.9	7	0.0	0	40	330	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.59	3300	61	82	14	12.8	28	1.15	12.7	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.67	3300	61	82	14	13.0	28	1.14	12.6	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.77	3300	59	82	14	13.0	28	1.15	12.6	2.8	7	0.0	0	40	230	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.86	3300	59	84	14	12.9	28	1.15	11.9	2.8	7	0.0	0	40	230	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
24.94	3300	59	82	14	12.7	28	1.14	11.8	2.8	7	0.0	0	40	230	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.03	3300	59	84	14	12.7	28	1.14	11.9	2.8	7	0.0	0	40	230	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.11	3300	59	82	14	12.9	28	1.14	12.0	2.8	7	0.0	0	40	230	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.19	3300	59	82	14	12.9	28	1.14	12.8	2.9	7	0.0	0	40	230	29.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.30	3200	61	82	14	12.9	28	1.14	13.0	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.38	3300	62	84	14	12.9	29	1.15	13.3	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.47	3300	63	84	14	12.9	29	1.15	12.3	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.56	3300	62	84	14	12.9	28	1.15	12.2	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.66	3300	62	84	14	12.9	28	1.15	11.9	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.73	3300	61	84	14	12.9	28	1.15	11.9	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.83	3300	61	84	14	12.7	28	1.14	11.7	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.91	3300	61	84	14	12.7	28	1.14	11.7	2.9	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
25.98	3300	62	84	14	12.9	28	1.14	12.0	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.09	3300	61	84	14	12.9	28	1.15	12.1	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.17	3300	61	84	14	12.9	28	1.14	12.1	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.27	3200	61	84	14	12.9	28	1.15	11.8	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.34	3300	60	84	14	13.0	28	1.15	11.9	2.9	7	0.0	0	40	330	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.42	3300	60	84	14	13.0	28	1.14	12.0	2.9	7	0.0	0	40	330	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.53	3300	60	84	14	13.0	28	1.14	12.0	2.9	8	0.0	0	40	330	28.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.63	3200	61	84	14	13.0	28	1.14	12.1	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.70	3300	61	84	14	12.7	28	1.14	12.1	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.80	3300	62	84	14	12.8	28	1.13	12.0	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.88	3300	62	84	14	12.8	28	1.14	12.0	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
26.95	3300	62	84	14	12.7	28	1.14	11.9	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.05	3300	62	84	14	12.9	28	1.14	11.9	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.13	3200	62	84	14	12.9	29	1.14	11.8	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.20	3300	63	84	14	12.9	29	1.15	11.9	3.1	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.30	3300	64	84	14	13.0	28	1.15	12.0	3.1	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.39	3300	64	84	14	13.0	28	1.14	12.0	3.0	8	0.0	0	40	330	27.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.47	3300	65	84	14	13.0	29	1.14	12.4	3.2	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.56	3200	66	84	14	12.8	29	1.13	12.4	3.2	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.64	3300	66	84	14	12.9	29	1.13	11.9	3.2	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.73	3300	66	84	14	13.0	29	1.15	11.9	3.2	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.84	3200	65	84	14	13.0	29	1.15	11.9	3.2	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
27.92	3300	64	84	14	12.7	28	1.14	12.0	3.2	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.02	3300	66	84	14	12.7	29	1.14	11.9	3.2	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.11	3300	66	86	14	12.8	29	1.13	11.9	3.2	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.20	3300	65	84	14	12.9	29	1.15	11.9	3.2	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.28	3300	66	84	14	12.7	29	1.14	11.9	3.2	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.38	3300	66	84	14	12.7	30	1.14	11.9	3.3	8	0.0	0	40	330	26.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.45	3300	68	86	14	12.7	29	1.14	11.8	3.4	9	0.0	0	40	330	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.55	3300	67	84	14	12.8	29	1.14	11.8	3.4	8	0.0	0	40	330	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.64	3300	67	84	14	12.8	30	1.14	11.9	3.4	8	0.0	0	40	330	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.72	3300	69	86	14	12.7	30	1.14	11.7	3.4	9	0.0	0	40	330	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.81	3300	68	84	14	12.9	30	1.14	11.7	3.4	9	0.0	0	40	330	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.89	3300	68	86	14	12.8	29	1.14	12.1	3.4	9	0.0	0	40	330	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
28.97	3300	68	86	14	13.0	30	1.14	11.8	3.4	8	0.0	0	40	330	25.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Open	I	;
