TableSize
28
CRNum	1100	1101	1127	1128	1105	1102	1103	1126	1125	1107	1152	1109	1112	1106	1108	1123	1136	1137	1151	1131	1146	1147	1148	1149	1150	1117	1144	;
14.30	800	31	80	14	13.0	20	0.63	14.8	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
14.39	800	32	80	14	13.0	20	0.63	15.5	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
14.47	800	32	80	14	13.0	20	0.12	16.0	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
14.56	800	32	80	14	12.9	20	0.12	15.8	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
14.66	800	33	80	14	12.7	20	0.12	15.7	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
14.73	800	33	80	14	13.1	20	0.12	15.1	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
14.81	900	33	80	14	13.0	20	0.12	15.5	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
14.91	900	32	80	14	13.0	20	0.12	15.6	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.00	900	33	80	14	13.0	20	0.13	14.7	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.09	900	32	80	14	12.7	20	0.12	15.2	1.6	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.19	900	31	80	14	13.0	20	0.12	13.6	1.5	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.28	900	30	80	14	13.0	20	1.14	13.3	1.4	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.38	900	29	80	14	13.0	20	1.14	13.0	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.45	900	30	80	14	12.8	20	1.13	12.7	1.4	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.53	900	30	80	14	12.8	20	1.14	12.8	1.4	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.63	900	29	80	14	13.0	20	1.14	12.9	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.72	900	28	80	14	13.0	20	1.14	12.9	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.80	900	29	80	14	13.0	20	1.14	13.1	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.89	900	30	80	14	12.7	20	1.13	13.3	1.4	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
15.97	900	29	80	14	12.9	20	1.14	13.6	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.05	900	29	80	14	13.0	20	1.14	13.7	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.14	900	29	80	14	13.0	20	1.05	13.8	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.23	900	29	80	14	13.0	20	1.05	13.5	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.31	900	30	80	14	13.0	20	1.14	13.5	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.42	900	30	80	14	13.1	20	1.14	14.0	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.50	900	30	80	14	13.0	20	1.05	14.1	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.58	900	30	80	14	13.0	20	1.05	14.1	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.66	900	30	80	14	13.1	20	0.72	14.6	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.73	900	30	80	14	13.0	20	0.72	14.6	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.81	900	31	80	14	13.0	20	0.12	14.6	1.5	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
16.92	900	31	80	14	12.7	20	0.12	14.0	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.00	900	31	80	14	12.7	20	0.47	14.0	1.5	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.08	900	31	80	14	12.9	20	0.48	14.0	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.17	900	31	80	14	13.0	20	0.86	13.9	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.27	900	30	80	14	13.0	20	0.96	13.8	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.34	900	31	80	14	13.0	20	0.96	13.9	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.44	900	31	80	14	12.9	20	0.82	14.1	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.52	800	31	80	14	12.9	20	0.83	14.2	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.61	800	32	80	14	12.8	20	0.54	14.3	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.70	800	32	80	14	12.7	20	0.54	14.4	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.78	800	32	80	14	13.1	20	0.35	14.5	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.88	800	32	80	14	13.0	20	0.34	14.5	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
17.98	900	31	80	14	13.1	20	0.34	14.4	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
18.08	900	31	80	14	13.0	20	0.37	14.4	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
18.19	800	31	80	14	13.0	20	0.37	14.4	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
18.28	900	31	80	14	13.0	20	0.40	14.4	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
18.39	800	31	80	14	13.0	20	0.40	13.6	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
18.47	800	31	80	14	13.0	20	0.88	13.7	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
18.55	800	31	80	14	13.1	20	0.88	13.7	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
18.63	800	31	80	14	13.0	20	1.14	13.7	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
18.72	800	32	80	14	13.0	20	1.14	13.8	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
18.81	800	32	80	14	12.9	20	1.09	13.9	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
18.92	800	33	80	14	12.7	20	0.75	14.2	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.00	800	33	80	14	13.1	20	0.74	14.2	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.08	900	33	80	14	13.0	20	0.12	15.2	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.19	900	33	80	14	13.0	20	0.12	15.6	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.28	900	33	80	14	12.7	20	0.09	14.9	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.38	900	32	80	14	12.8	20	0.12	13.8	1.6	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.45	900	31	80	14	12.9	20	0.45	13.4	1.5	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.55	900	31	80	14	13.0	20	1.14	13.0	1.5	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.63	900	29	80	14	13.0	20	1.14	12.5	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.72	900	30	80	14	13.0	20	1.14	12.4	1.4	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.80	900	30	80	14	12.7	20	1.14	12.4	1.5	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.91	900	30	80	14	13.0	20	1.14	12.4	1.5	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
19.98	900	29	80	14	13.0	20	1.14	12.6	1.4	0	0.0	0	40	110	15.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
20.08	900	29	80	14	13.0	20	1.14	12.8	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
20.16	900	30	80	14	12.7	20	1.14	13.0	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
20.25	800	31	80	14	13.1	20	1.14	13.2	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
20.33	800	31	80	14	13.1	20	1.14	13.3	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
20.42	800	31	80	14	13.1	20	1.14	13.8	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
20.53	800	32	80	14	13.0	20	0.95	14.0	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
20.61	800	32	80	14	13.0	20	0.95	15.7	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
20.72	800	34	80	14	12.7	20	0.12	16.0	1.7	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
20.81	800	33	80	14	13.0	20	0.12	16.0	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
20.91	800	33	80	14	13.0	20	0.12	15.9	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
21.00	900	32	80	14	13.1	20	0.12	15.8	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
21.09	900	32	80	14	13.0	20	0.12	14.7	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
21.20	900	32	80	14	12.7	20	0.43	14.0	1.6	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
21.28	900	32	80	14	12.9	20	0.44	13.7	1.6	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
21.36	900	31	80	14	13.0	20	1.14	12.9	1.4	1	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
25.69	800	33	80	14	13.1	20	0.12	15.2	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
25.78	800	33	80	14	13.1	20	0.12	14.3	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
25.86	900	32	80	14	13.0	20	0.12	14.4	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
25.97	900	32	80	14	13.0	20	0.40	14.3	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.05	900	32	80	14	13.1	20	0.40	14.0	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.14	900	32	80	14	13.0	20	1.05	13.6	1.6	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.23	900	32	80	14	12.7	20	1.03	13.3	1.6	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.31	900	31	80	14	12.9	20	1.14	13.1	1.5	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.39	900	31	80	14	13.0	20	1.14	13.1	1.5	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.50	900	30	80	14	13.0	20	1.14	13.1	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.58	900	30	80	14	13.0	20	1.14	13.1	1.4	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.67	900	30	80	14	13.0	20	1.14	13.1	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.78	900	30	80	14	13.1	20	1.14	13.4	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.88	900	31	80	14	13.1	20	1.14	13.5	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
26.95	900	31	80	14	13.0	20	1.14	13.7	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.05	900	30	80	14	13.1	20	1.14	13.7	1.4	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.14	900	31	80	14	13.1	20	1.01	13.9	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.25	900	31	80	14	13.1	20	0.85	14.0	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.34	900	31	80	14	13.1	20	0.84	13.9	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.44	900	31	80	14	13.1	20	0.88	13.9	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.53	800	31	80	14	13.1	20	0.89	14.2	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.63	800	31	80	14	13.1	20	0.57	14.3	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.72	800	31	80	14	13.0	20	0.57	14.6	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.81	800	31	80	14	13.0	20	0.28	14.6	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.91	800	32	80	14	13.0	20	0.12	15.0	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
27.98	800	32	80	14	12.9	20	0.12	14.5	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
28.08	800	33	80	14	12.8	20	0.37	14.4	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
28.17	800	33	80	14	13.1	20	0.37	14.5	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
28.27	800	33	80	14	13.1	20	0.12	15.0	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
28.34	900	32	80	14	13.1	20	0.12	15.1	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
31.84	900	31	80	14	13.1	20	0.87	14.0	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
31.92	900	30	80	14	13.1	20	0.87	14.3	1.4	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.03	800	31	80	14	13.1	20	0.54	14.2	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.11	800	31	80	14	13.1	20	0.53	14.6	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.20	800	31	80	14	13.0	20	0.36	14.3	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.30	800	32	80	14	13.0	20	0.36	14.3	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.39	800	33	80	14	12.9	20	0.24	14.7	1.7	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.48	800	33	80	14	12.9	20	0.10	14.8	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.58	800	33	80	14	13.1	20	0.12	15.0	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.69	900	33	80	14	13.1	20	0.12	15.0	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.77	900	32	80	14	13.1	20	0.12	15.5	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.86	900	32	80	14	13.1	20	0.12	15.2	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
32.95	900	32	80	14	12.8	20	0.12	14.1	1.6	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.05	900	31	80	14	12.9	20	1.07	13.0	1.5	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.14	900	30	80	14	13.0	20	1.07	12.7	1.4	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.22	900	30	80	14	13.1	20	1.15	12.7	1.4	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.33	900	30	80	14	13.1	20	1.14	12.8	1.4	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.42	900	30	80	14	12.8	20	1.14	13.1	1.5	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.52	900	30	80	14	13.0	20	1.14	13.4	1.5	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.61	900	31	80	14	13.0	20	1.14	13.5	1.5	1	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.70	900	29	80	14	13.0	20	1.14	13.8	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.81	900	29	80	14	13.1	20	0.92	14.0	1.4	0	0.0	0	40	105	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.89	900	30	80	14	13.1	20	0.92	14.0	1.4	0	0.0	0	40	205	14.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
33.97	900	30	80	14	13.1	20	0.86	13.9	1.4	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.06	900	30	80	14	12.9	20	0.84	13.8	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.14	900	31	80	14	12.9	20	1.12	13.5	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.22	900	32	80	14	12.7	20	1.13	13.5	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.33	900	31	80	14	12.7	20	1.14	13.6	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.41	900	31	80	14	12.7	20	1.14	13.8	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.48	900	31	80	14	12.7	20	1.01	13.8	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.59	900	31	80	14	12.7	20	1.01	13.8	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.69	900	31	80	14	12.7	20	0.90	13.9	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.77	900	31	80	14	12.7	20	0.90	13.9	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.86	800	32	80	14	13.1	20	0.90	13.7	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
34.95	900	32	80	14	13.0	20	1.13	13.8	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.03	900	32	80	14	13.1	20	1.13	13.7	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.13	900	32	80	14	13.1	20	1.14	13.6	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.20	900	32	80	14	12.8	20	1.13	13.5	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.28	900	32	80	14	12.7	20	1.14	13.5	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.38	900	32	80	14	12.7	20	1.14	13.3	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.45	900	32	80	14	12.7	20	1.14	13.1	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.55	900	32	80	14	12.7	20	1.14	13.2	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.63	900	32	80	14	12.8	20	1.14	13.1	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.70	900	31	80	14	12.8	20	1.15	13.2	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.78	900	31	80	14	12.9	20	1.14	13.2	1.5	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.88	900	30	80	14	13.0	20	1.14	13.3	1.5	0	0.0	0	40	205	13.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
35.97	900	31	80	14	13.0	20	1.14	13.1	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
36.06	800	31	80	14	12.9	20	1.14	13.1	1.5	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
36.16	800	32	80	14	12.9	20	1.14	13.6	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
36.25	900	32	80	14	12.8	20	1.14	13.9	1.6	0	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
36.36	900	32	80	14	12.8	20	1.12	14.2	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
36.44	900	32	80	14	12.8	20	0.65	14.2	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
36.52	900	32	80	14	12.9	20	0.64	13.9	1.6	1	0.0	0	40	205	12.0	2	Off	Off	Off	Off	Off	Off	Off	Off	Off	=	Closed	I	;
