TableSize
28
CRNum	1100	1101	1127	1128	1105	1102	1103	1126	1125	1107	1152	1109	1112	1106	1108	1123	1136	1137	1151	1131	1146	1147	1148	1149	1150	1117	1144	;
14.33	4900	153	86	18	12.5	100	1.13	11.7	8.3	34	0.0	0	40	645	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
14.41	4800	153	86	18	12.7	100	1.12	11.6	8.3	34	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
14.48	5000	153	86	18	12.6	100	1.14	11.5	8.3	34	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
14.56	4900	153	86	18	12.5	100	1.11	11.7	8.3	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
14.66	5000	153	86	18	12.7	100	1.14	11.7	8.4	34	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
14.75	4900	154	86	18	12.5	100	1.13	11.6	8.4	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
14.84	5100	153	86	18	12.6	100	1.14	11.5	8.3	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
14.94	5100	152	86	18	12.7	100	1.12	11.7	8.4	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.05	5200	154	86	18	12.7	100	1.15	11.6	8.4	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.14	5000	153	86	20	12.6	100	1.14	11.5	8.4	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.22	5100	152	86	20	12.7	100	1.15	11.5	8.4	36	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.30	5300	153	86	18	12.7	100	1.12	11.5	8.4	36	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.39	5200	153	86	20	12.6	100	1.14	11.4	8.4	36	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.48	5200	152	86	20	12.7	100	1.15	11.5	8.4	35	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.58	5300	152	88	20	12.6	100	1.13	11.4	8.4	36	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.66	5200	154	88	20	12.7	100	1.15	11.5	8.4	37	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.73	5400	154	86	20	12.5	100	1.14	11.4	8.4	37	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.83	5300	153	88	20	12.7	100	1.13	11.4	8.4	38	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
15.92	5300	153	88	20	12.7	100	1.15	11.6	8.4	38	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.00	5400	154	88	20	12.7	100	1.15	11.5	8.5	39	0.0	0	40	650	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.08	5500	154	88	20	12.7	100	1.15	11.5	8.5	38	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.17	5500	154	88	20	12.7	100	1.15	11.4	8.5	39	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.27	5400	154	88	20	12.7	100	1.14	11.2	8.5	39	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.38	5600	152	88	20	12.7	100	1.15	11.1	8.4	38	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.47	5400	152	88	20	12.5	100	1.11	11.3	8.4	38	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.55	5500	154	88	20	12.6	100	1.14	11.4	8.5	40	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.66	5600	152	88	20	12.7	100	1.13	11.1	8.4	40	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.73	5600	154	88	20	12.4	100	1.13	11.0	8.5	41	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.83	5700	152	88	20	12.7	100	1.11	11.1	8.4	40	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
16.92	5700	154	88	20	12.7	100	1.14	11.3	8.5	41	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.00	5700	152	88	20	12.6	100	1.12	11.3	8.4	40	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.08	5800	151	88	20	12.6	100	1.13	11.3	8.4	40	0.0	0	40	655	8.0	2	Off	Off	Off	Off	Off	On	Off	Off	Off	=	Open	I	;
17.19	5700	151	90	20	12.6	100	1.13	11.1	8.3	39	0.0	0	40	655	8.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
17.28	5700	150	90	20	12.4	100	1.12	11.1	8.4	41	0.0	0	40	655	8.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
17.39	5700	150	90	20	12.3	100	1.12	11.1	8.7	41	0.0	0	40	655	8.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
17.48	5800	154	88	20	12.5	100	1.14	11.0	8.7	41	0.0	0	40	660	9.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
17.56	5700	155	90	20	12.6	100	1.15	11.1	8.7	43	0.0	0	40	655	8.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
17.67	5800	151	90	20	12.4	100	1.12	10.9	8.5	42	0.0	0	40	660	9.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
17.75	5800	152	90	20	12.4	100	1.12	11.0	8.4	41	0.0	0	40	655	9.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
17.83	5900	154	90	20	12.6	100	1.15	11.0	8.7	42	0.0	0	40	660	9.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
17.92	6000	151	90	20	12.5	100	1.13	10.9	8.6	42	0.0	0	40	660	9.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
18.00	6000	151	90	20	12.6	100	1.14	11.0	8.6	42	0.0	0	40	655	8.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
18.08	6000	151	90	20	12.5	100	1.15	10.8	8.5	43	0.0	0	40	655	8.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
18.17	5900	149	90	20	12.6	100	1.15	10.9	8.4	42	0.0	0	40	560	10.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
18.23	6100	154	90	20	12.5	100	1.12	11.1	8.3	43	0.0	0	40	660	10.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
18.31	6100	153	90	20	12.6	92	1.13	10.9	8.6	43	0.0	0	40	660	10.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Open	I	;
18.42	6200	82	90	20	12.5	20	1.15	10.8	4.6	24	0.0	0	40	360	22.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Closed	I	;
18.50	6000	35	90	20	12.4	20	1.14	11.3	2.2	12	0.0	0	40	260	33.0	2	Off	Off	Off	On	Off	On	Off	Off	Off	=	Closed	I	;
18.58	6000	26	90	16	12.5	20	1.14	11.3	0.0	0	0.0	0	40	155	34.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
18.69	5700	19	90	16	12.5	20	1.14	9.6	0.0	0	0.0	0	40	155	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
18.77	5500	16	92	16	12.7	20	1.15	9.9	0.0	0	0.0	0	40	155	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
18.88	4600	14	92	16	12.7	20	1.14	10.4	0.0	0	0.0	0	40	145	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
18.95	4100	15	90	16	12.8	20	1.15	11.0	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.03	4300	14	90	16	12.7	20	1.14	11.5	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.16	4200	14	92	16	12.7	20	1.13	12.0	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.25	4200	13	90	16	12.5	20	1.14	11.7	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.33	4100	13	92	16	12.6	20	1.14	11.9	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.42	4200	13	92	16	12.7	20	1.14	12.5	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.52	4200	13	92	16	12.7	20	1.14	13.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.59	4200	13	92	16	12.7	20	1.14	17.7	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.69	4200	13	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.77	4100	13	92	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.83	4200	14	92	16	12.8	20	0.12	18.4	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
19.92	4100	13	92	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
20.02	4100	13	92	16	12.6	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
20.13	4100	13	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
20.20	4100	14	92	16	12.7	20	0.11	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
20.28	4100	13	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
20.36	4000	13	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
20.47	4100	13	92	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
20.55	4100	14	92	16	12.9	20	0.13	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	On	Active	Off	Off	=	Closed	I	;
20.64	4000	13	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
20.73	4000	13	92	16	12.6	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
20.81	4000	13	92	16	12.8	20	0.12	18.4	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
20.91	4000	13	92	16	12.7	20	0.11	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
20.98	4000	14	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.08	4000	13	92	16	12.6	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.19	4000	13	92	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.27	4000	14	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.34	4000	14	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.45	3900	13	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.53	3900	13	92	16	12.9	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.61	3900	15	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	140	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.69	3900	13	92	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.78	3900	13	92	16	12.8	20	0.12	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.88	3900	14	92	16	12.6	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
21.98	3900	14	92	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.06	3900	14	92	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.16	3800	14	92	16	12.8	20	0.13	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.23	3800	14	92	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.33	3800	14	92	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.44	3800	14	92	16	12.7	20	0.11	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.52	3800	14	92	16	12.9	20	0.12	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.59	3800	14	92	16	12.6	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.69	3800	13	92	16	12.9	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.77	3800	14	92	16	12.6	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.84	3800	15	92	16	12.9	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
22.94	3800	14	92	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.02	3700	13	92	16	12.9	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.11	3700	14	92	16	12.6	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.22	3700	15	92	16	12.8	20	0.12	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.30	3700	14	92	16	12.7	20	0.11	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.38	3700	14	90	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.47	3700	14	90	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.58	3700	14	90	16	12.8	20	0.13	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.67	3700	14	90	16	12.6	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.77	3700	14	90	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.84	3600	14	90	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
23.94	3600	14	90	16	12.8	20	0.12	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.05	3600	15	90	16	12.9	20	0.12	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.13	3600	14	90	16	12.9	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.22	3600	14	90	16	12.9	20	0.13	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.30	3600	14	88	16	12.9	20	0.13	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.39	3600	15	88	16	12.9	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.48	3600	15	88	16	12.9	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.56	3600	15	88	16	12.9	20	0.12	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.64	3600	15	88	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.73	3600	14	88	16	12.8	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.81	3600	14	88	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.89	3500	14	88	16	12.7	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
24.98	3500	14	88	16	12.7	20	0.10	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
25.06	3500	14	86	16	12.9	20	0.11	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
25.16	3500	14	86	16	12.9	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
25.27	3500	14	86	16	12.8	20	0.11	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
25.34	3500	14	86	16	13.0	20	0.12	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	On	Off	Off	Active	Off	Off	=	Closed	I	;
25.45	3500	14	86	16	12.9	20	0.12	18.3	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	Off	Active	Off	Off	=	Closed	I	;
25.53	3500	14	86	16	12.9	20	0.13	18.4	0.0	0	0.0	0	40	135	35.0	2	Off	Off	Off	Off	Off	Off	Active	Off	Off	=	Closed	I	;
